Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
153596.0,2.11758112349792,-1.40172339843173,0.135610446775082,-0.630229689624114,-1.5734972794072,0.39021077015553,-1.79299975426035,0.340221113252162,1.23640039560979,0.533130984515455,-1.64378002175663,-0.971591227242915,-1.29619371424781,-0.947034195629558,-0.78077531024603,0.966456371793148,0.572192823047147,-1.1430657841431,0.804175988807963,-0.134437911512857,0.110424278576096,0.542473013655319,0.284733072081458,0.596859497720434,-0.369896795846376,-0.207412136427173,0.0514259734263441,-0.0354414588442414,2.0,0
153596.0,-7.03347669854178,5.95218397849678,-2.89596021192651,-1.51427872411731,-0.17101142047504,3.81223836974739,-6.20514355879327,-20.7110972216979,2.6584148776031,3.08152780288543,0.127530991319295,0.865262306564491,-2.68442503076228,1.07152347989428,-0.21535692963367,-0.146106998070933,0.699980140325614,1.22881345222705,-0.0130116203826984,-4.09542303489814,20.0637857993471,-5.60592285835873,2.71087503492151,-0.100811030754161,-0.322985317466209,-0.145282615186053,1.03977685712669,0.223787422064403,4.49,0
153596.0,0.295398524367533,0.247448473613382,1.05927699686891,-0.578781116194224,0.129319719459026,-0.0302079515680607,0.257059373500333,-0.0472461481456821,1.0828012896635,-0.583211798922105,-1.35634764362915,-0.432911842017087,-0.77197607243778,-0.402022277528616,0.201187687671519,0.130255824310808,-0.745566255165519,0.463921306469482,-0.391244098257185,-0.159882493243954,0.179465387872256,0.820973844265437,-0.148529108775471,0.657448213166083,-0.335388909134336,-0.340240832994305,-0.0880426709046582,-0.204410951669366,0.01,0
153596.0,2.08099384458453,-1.38204429587651,0.255042486786745,-0.689505534361684,-1.60055518975054,0.428994202626336,-1.78442215746133,0.354181663150312,0.870136848984091,0.684465316286065,0.0439090068280876,0.160361882232178,-0.488439116248969,-0.922676895484409,-1.60752991996446,1.15212764768009,0.223001419169469,-0.726856406913223,1.15136242500517,-0.093320524826175,0.164322159048971,0.747671097202645,0.202077883653796,-0.3762577926107,-0.362092027242215,-0.18112052422593,0.058262616368535,-0.052976991879721,1.0,0
153597.0,-0.633122989656531,-0.175685704336996,1.66373850976485,-2.39170412491801,-0.595770624597828,0.993120074088494,-0.816101889783517,0.620609990671526,0.401677791703133,0.206631186166581,-0.633952031652044,-0.656317301869342,-1.11206877218356,-1.08449428494511,-2.25034399925297,1.50034795270139,-0.234320440332478,-0.362817689669194,0.648566066462239,0.205545763466928,0.124062932285871,0.625367684083589,-0.224259797060884,0.083275058128756,-0.184300132232068,-0.294576347338696,0.519734517675565,0.266567312720786,2.0,0
153598.0,-0.0780012320201315,0.993181844258295,-1.88285575973484,-0.451481332543492,0.866597097522323,-0.967565175234071,1.27769531048239,0.180037862328551,-0.800778902437186,-0.994136708743597,0.696367686939246,0.111088333714658,-1.08960817688172,-0.0428400122116016,-1.36311978644017,0.147974250481089,0.614475092472939,0.564646568780904,-0.0437699488116738,-0.152916936677456,0.287603733125577,0.614921640600818,0.10645143988868,0.706388676743099,-0.395661223226829,0.488815424630123,-0.123974854356028,0.0346905655154721,85.25,0
153598.0,-0.526123094165815,0.275609461271847,1.47051572331081,0.33871594209898,0.471265228944762,-0.641885649761095,0.20824270311642,0.0501837739912303,0.0061385857621838,-0.50495995595209,-0.897529253627445,0.2927903286774,0.717717935134761,-0.116702214595947,0.590211883445802,0.603224358730317,-1.03095845198752,0.237006297416308,-1.01862854246935,0.0115455045641776,0.202355920271699,0.447006140517296,0.23078131144026,-0.0667292618220457,-1.0238719798387,-0.993502064363837,0.263059138630458,0.260577839667679,29.95,0
153598.0,0.333267546568591,0.62577537374057,-0.16054596852964,-0.704510914839019,1.00448918639704,-0.565370856402212,1.09131637982782,-0.318198980493795,0.293418555041771,-0.128450103369702,-1.26588821188243,-0.129330679826345,-0.160340742460466,-0.12787654022749,-0.606666044409406,-0.193809317235747,-0.569932945336222,-0.648061719659434,0.0531659231936314,0.0373295364009504,-0.273356833393497,-0.431640332364383,0.0858430064338052,0.473086061720212,-0.66140503864486,0.115252900933507,0.0963463499725183,-0.113637577106235,3.6,0
153598.0,0.199438923901812,-0.568090844715465,1.78487913938994,-1.4423413862592,-1.35080513614363,-0.0859751742212087,-0.892714422571194,0.290891625654111,0.536086265971598,-0.131791650131521,-1.7574328604436,-1.22609126753497,-1.41051279160567,-1.05367886498022,-1.33156984373637,0.977888261479074,0.473371487952147,-1.00367954167599,0.615365633671896,-0.122577647945616,0.19583475811094,0.748084268100439,-0.0205725662541523,0.0374330881773232,-0.647917719274923,-0.262115333138588,0.128224212006997,0.0550449769016944,2.0,0
153599.0,2.3255549058839,-1.32175895110478,-0.929213296040155,-1.61382361020641,-1.10889794885928,-0.554468524666258,-1.09378073420077,-0.26960169137227,-1.21247546130045,1.52884692412029,-1.44679123379784,-0.40960058074363,1.65409232435894,-0.756224664049793,-0.196957688659582,-0.353424402414559,0.158929702699154,0.0390713436288568,0.0638078670334075,-0.340581811269572,-0.188682019098901,0.0394592744965761,0.152473166335066,-0.644350530409898,-0.125210001101255,-0.141234067920055,0.0267791263845317,-0.0503308574245259,19.6,0
